,reviewText,Category,overall
594521,Their best early release in the US,CDs_and_Vinyls,1
61385,A LOOK INWARDS FROM MARVIN....,CDs_and_Vinyls,1
823639,"I Came Cause I Wanted To, And I Never Left...",CDs_and_Vinyls,1
115403,Great camera,Baby,1
69384,Celebrating one of the most underrated bands ever!,CDs_and_Vinyls,1
78167,Rodney Dangerfield:No Respect,CDs_and_Vinyls,1
134211,Kids love it!,Baby,1
110394,Good Songs,CDs_and_Vinyls,1
823324,"Arsenal has EVERYTHING... well, almost!",CDs_and_Vinyls,1
122936,great for twins!,Baby,1
478999,Great record,CDs_and_Vinyls,1
653760,A breath of satisfaction that the face of music has been waiting for,CDs_and_Vinyls,1
37320,Handy Labels,Office_Products,1
316560,Neil's best since &quot;Arc Weld&quot;,CDs_and_Vinyls,1
61438,My My My - what a voice @}->---,CDs_and_Vinyls,1
47568,Burns those pesky pimples down,Beauty,1
523653,"Calm, relaxing music with a sense of humor",CDs_and_Vinyls,1
28077,NO SHRINKAGE!!!,Beauty,1
883268,I agree with Murat,CDs_and_Vinyls,1
11153,great for the professional desks,Office_Products,1
237460,Brava Victoria!,CDs_and_Vinyls,1
531671,"Brilliant, simply brilliant",CDs_and_Vinyls,1
24533,A difficult but ultimately rewarding listen,CDs_and_Vinyls,1
93023,Herrmann at his best!,CDs_and_Vinyls,1
61557,GREAT!,Beauty,1
968460,Lisa Page Brooks,CDs_and_Vinyls,1
368836,Phil Collins Review,CDs_and_Vinyls,1
102064,No Belly Irritation!,Baby,1
918408,Riveting. Rapturous. Simply Amazing.,CDs_and_Vinyls,1
93682,Great Reloading Assist,Sports_and_Outdoors,1
158057,My six month loves this jumper!,Baby,1
205431,Great for Bleachers,Sports_and_Outdoors,1
92127,Great little light.,Sports_and_Outdoors,1
905062,bang bang indeed,CDs_and_Vinyls,1
684198,Wonderful listening,CDs_and_Vinyls,1
811161,3rd Day Wherever U are,CDs_and_Vinyls,1
782304,amazing,CDs_and_Vinyls,1
255669,Hendrix at a moment of creativity turning,CDs_and_Vinyls,1
749258,I want this Cd!,CDs_and_Vinyls,1
978751,A fantastic debut from the Court Yard Hounds.,CDs_and_Vinyls,1
365694,The Best Bette,CDs_and_Vinyls,1
265134,The Complete 50's Masters,CDs_and_Vinyls,1
420997,Very good for Jess Simpson,CDs_and_Vinyls,1
207776,"Nice knife, perfect for what I am looking for",Sports_and_Outdoors,1
128956,Great!!!,Baby,1
608766,The Foos can do no wrong,CDs_and_Vinyls,1
662724,im seeing stars tonight...,CDs_and_Vinyls,1
34456,GNR Appetite for Destruction on Vinyl,CDs_and_Vinyls,1
184332,He Says:  The Best One Yet,Beauty,1
1010405,The best Progressive record in Years... The Muse of the musik in Norway,CDs_and_Vinyls,1
532718,"Matt, lay off the drugs!",CDs_and_Vinyls,1
336536,A must have cd!,CDs_and_Vinyls,1
325716,Mississippi bound!,CDs_and_Vinyls,1
221453,Great mount for AR,Sports_and_Outdoors,1
59312,Tough as (tougher) than nails,Sports_and_Outdoors,1
13196,Don't Be Sorry My Friend,CDs_and_Vinyls,1
122269,Supportive and comfortable,Sports_and_Outdoors,1
503782,Haunting&#8230;,CDs_and_Vinyls,1
404994,"""Ladies and Gentleman, The Bus Boys!""",CDs_and_Vinyls,1
1000375,great CD!,CDs_and_Vinyls,1
203043,PURPLE RAIN is also red hot!,CDs_and_Vinyls,1
1087017,Good reissue,CDs_and_Vinyls,1
231551,Have You Ever Been To Electric Ladyland?,CDs_and_Vinyls,1
217218,Had to let it grow on me...,CDs_and_Vinyls,1
745398,A kick in the ...,CDs_and_Vinyls,1
614622,Stunning . . .,CDs_and_Vinyls,1
60038,Great,Baby,1
146613,A great asset,Sports_and_Outdoors,1
993640,the band perry,CDs_and_Vinyls,1
66556,so cute,Baby,1
827056,One Of Dorham's Best!,CDs_and_Vinyls,1
112170,Excellent album from an underrated band,CDs_and_Vinyls,1
669305,Incredible,CDs_and_Vinyls,1
714538,amazing,CDs_and_Vinyls,1
641633,Uplifting . . . pleasant  and energetic.,CDs_and_Vinyls,1
842750,Best recording,CDs_and_Vinyls,1
1017989,Love it!,CDs_and_Vinyls,1
812763,Masterpiece...The definition of what music should be!,CDs_and_Vinyls,1
926422,Powerful,CDs_and_Vinyls,1
355360,"ANOTHER STYLE FOR DONNA,,,",CDs_and_Vinyls,1
39835,favorite makeup remover wipes yet,Beauty,1
13842,great cartridge,Office_Products,1
124342,fffinally!,Baby,1
239538,Liked it so much that I ordered another!,Sports_and_Outdoors,1
87937,"Best Jeux, great La Mer",CDs_and_Vinyls,1
74359,Same great quality,Sports_and_Outdoors,1
714934,Ryan is On The Way UP....,CDs_and_Vinyls,1
476902,Great Remastering of Historically and Musically Significant Recordings,CDs_and_Vinyls,1
181776,"Lush, dreamy and deliciously creepy",CDs_and_Vinyls,1
618760,Classic Hip Hop,CDs_and_Vinyls,1
40003,good buy,Beauty,1
1012341,"An exciting, well conducted Guillaume Tell",CDs_and_Vinyls,1
264060,"Aim Sports Mossberg 500 Forend/Polymer and Aluminum, Medium, Black",Sports_and_Outdoors,1
465304,GREAT R!!!!!!!!,CDs_and_Vinyls,1
11579,Buy these bibs and get rid of the rest!,Baby,1
157182,cute,Beauty,1
116957,Amazing scent - not stripping at all and my shedding/breakage is down!,Beauty,1
64086,Perfect!,Baby,1
329437,Nothing like it--give me more!,CDs_and_Vinyls,1
712092,There is hope for pop music!!!,CDs_and_Vinyls,1
371110,Her best album ever,CDs_and_Vinyls,1
393354,#1,CDs_and_Vinyls,1
33033,The Only Mechanical Pencils I Have That Work,Office_Products,1
66868,Works Great,Sports_and_Outdoors,1
746025,A must-have collection for any theatre lover.,CDs_and_Vinyls,1
76421,I LOVE THESE SHADOWS...,Beauty,1
256536,Good compilation,CDs_and_Vinyls,1
79738,Good conditioner,Beauty,1
120289,Great product,Beauty,1
13166,Great gun make sure...,Sports_and_Outdoors,1
12007,Worth it,Beauty,1
535072,WOW! WOW! and WOW!,CDs_and_Vinyls,1
15347,Mouse pad,Office_Products,1
327446,Sam Cooke,CDs_and_Vinyls,1
188801,Overcoming Shame,CDs_and_Vinyls,1
8348,Way better writing,Amazon_Instant_Video,1
683037,AAHH LOVE IT!!!,CDs_and_Vinyls,1
207459,Happy bowman,Sports_and_Outdoors,1
160082,SUPER FAST SHIPPING HAD IT SO FAST IT SURPRISED ME!!!,Sports_and_Outdoors,1
578857,Amy for Real,CDs_and_Vinyls,1
860143,Amazing Howard Shore,CDs_and_Vinyls,1
113008,Great!,Sports_and_Outdoors,1
20403,Perfect Size for Diaper Bag and Perfect for Changing on the Go!,Baby,1
1017924,LOVE IT,CDs_and_Vinyls,1
392357,Great Tribute To A Wonderful Career,CDs_and_Vinyls,1
85626,Heavy but useful,Sports_and_Outdoors,1
892019,Truly the best of W.A.S.P.,CDs_and_Vinyls,1
217715,Perfect.,Sports_and_Outdoors,1
75619,Bee Gee freak here!,CDs_and_Vinyls,1
1062864,People need to relax,CDs_and_Vinyls,1
28050,I'm your god now!,CDs_and_Vinyls,1
1022401,wonwonwonderful,CDs_and_Vinyls,1
238535,Sweet!!!,Sports_and_Outdoors,1
948440,"indeed, they do sound better",CDs_and_Vinyls,1
803311,New sound for a new Beginning,CDs_and_Vinyls,1
143389,Super follow up to Escape,CDs_and_Vinyls,1
156586,This and Joni's others should be put to SACD or DVD-Audio!,CDs_and_Vinyls,1
467255,A Classic Mixed by Red Jerry,CDs_and_Vinyls,1
51120,Vivid Colors!,Beauty,1
249074,A Joy of Quality Singing.,CDs_and_Vinyls,1
789783,UNCLE CHARLIE WILSON!!!,CDs_and_Vinyls,1
26596,My son loves this!,Baby,1
1090551,What a great combination.,CDs_and_Vinyls,1
87243,Great Product,Beauty,1
143011,Smokin,CDs_and_Vinyls,1
530589,Great CD,CDs_and_Vinyls,1
91912,Very soft cloth wipes,Baby,1
1013473,"The FINEST ""Old School"" Guitarist still alive!",CDs_and_Vinyls,1
151364,Great pouches.,Baby,1
191193,Tresemme keratin smooth 7 day smooth conditioner - Reviewed by my wife,Beauty,1
508101,hehe Nicholas owns.,CDs_and_Vinyls,1
29029,Very Different From thier Previous Albums,CDs_and_Vinyls,1
180934,Now on my list of favorite albums!,CDs_and_Vinyls,1
24397,Good stuff!,Sports_and_Outdoors,1
102592,Darn good album by Laura Nyro and Labelle,CDs_and_Vinyls,1
112415,Earth Wind and Fire's comeback album,CDs_and_Vinyls,1
941585,Yesterday is Today,CDs_and_Vinyls,1
725528,the passion shines through,CDs_and_Vinyls,1
937828,Powerfully Anointed,CDs_and_Vinyls,1
45634,Worked Perfectly,Beauty,1
991468,A reworking of the classic Skynyrd.Country style.,CDs_and_Vinyls,1
1041466,"This is a great, well crafted album",CDs_and_Vinyls,1
518119,Space Rap!,CDs_and_Vinyls,1
329920,&quot;Classic&quot;!! At least at my pad it is.,CDs_and_Vinyls,1
982674,Takes a while to get used to...,CDs_and_Vinyls,1
652826,I concur with the rest.,CDs_and_Vinyls,1
14148,Excellent goggles that I've found thus far,Sports_and_Outdoors,1
82729,"Yes, You Are Innocent When You Dream",CDs_and_Vinyls,1
78959,solid,Beauty,1
969980,Carrying on in style,CDs_and_Vinyls,1
148306,Great!,Sports_and_Outdoors,1
127973,SPRINGSTEEN PLAYING ROCK N ROLL,CDs_and_Vinyls,1
192457,My skin said thank you,Beauty,1
125010,"Worth it! Perfect for long walks, errands, or chores around the house",Baby,1
202037,More Multi-themed techno-pop from Swedish Army of Lovers,CDs_and_Vinyls,1
639886,Architecture with Passion,CDs_and_Vinyls,1
780457,"Great Album, Vinyl",CDs_and_Vinyls,1
361238,"start to burn, oxygen aplenty",CDs_and_Vinyls,1
41917,Proper placement,Sports_and_Outdoors,1
230834,Great first knife!!,Sports_and_Outdoors,1
365258,Great Song!,CDs_and_Vinyls,1
965863,Tina Turner - Simply The Best,CDs_and_Vinyls,1
2280,good purchase,Baby,1
108553,Duke Finding His Stride!,CDs_and_Vinyls,1
155613,Covers virtually everything for an AR-15,Sports_and_Outdoors,1
1003759,In Your Dreams (IYD) is already another great Stevie Nicks Classic,CDs_and_Vinyls,1
39280,The most  relaxing-while-stimulating  music you can find.,CDs_and_Vinyls,1
120791,Sheer Excellence,CDs_and_Vinyls,1
94555,so warm and snuggly,Baby,1
1016789,Everyone should know about this artist,CDs_and_Vinyls,1
28878,Love it,Beauty,1
45670,exactly as you expect,Baby,1
161343,A Vocal Master from the 1980s,CDs_and_Vinyls,1
96866,Its Nice,Baby,1
792016,Arvo P&auml;rt's Finest Work to Date!,CDs_and_Vinyls,1
148516,Great knife for the price!,Sports_and_Outdoors,1
597332,Prepare to be Astounded,CDs_and_Vinyls,1
157678,Gripping Addition,Sports_and_Outdoors,1
20751,Smells like watermelon candy!!,Beauty,1
128620,LOVE the simplicity,Baby,1
1044811,Awesome Album,CDs_and_Vinyls,1
68488,Classic Clapton,CDs_and_Vinyls,1
69372,These seem to be the most durable,Sports_and_Outdoors,1
418817,Mystery Solved,CDs_and_Vinyls,1
870748,Heaves and Sighs,CDs_and_Vinyls,1
143546,"Great price, fun product.",Beauty,1
509978,&quot;just the way you like em'...Curtis Stigers&quot;,CDs_and_Vinyls,1
9594,Favorite Wipes,Baby,1
45909,Toddler still loves these,Baby,1
144956,Super trim and absorbent,Baby,1
141342,Nice Canteen,Sports_and_Outdoors,1
127649,The Best of Bill Withers: Lean on Me,CDs_and_Vinyls,1
201400,Time for my 2 cents worth...,CDs_and_Vinyls,1
51434,Very nice baby book!,Baby,1
39636,authentic lemon,Beauty,1
158949,We all like it,Baby,1
1057518,"Extremely good album, couple misfires",CDs_and_Vinyls,1
97692,Awesome serum!,Beauty,1
108864,Perfect.,Sports_and_Outdoors,1
721071,Above and Beyond Anything Else in Top 40 Music,CDs_and_Vinyls,1
117698,Awesome Big Knife - did I mention this knife is BIG!,Sports_and_Outdoors,1
122313,Great Starter Set,Beauty,1
745012,GREAT SONGS BY A GREAT ACTOR-SINGER !,CDs_and_Vinyls,1
476475,Way to Go Chicka!!!,CDs_and_Vinyls,1
128366,Love the Boon Drying Rack and Tree Accessory,Baby,1
222721,NEILFEST,CDs_and_Vinyls,1
967661,A New Favorite,CDs_and_Vinyls,1
636206,"Just beautiful, simply beautiful",CDs_and_Vinyls,1
985823,Janis the great,CDs_and_Vinyls,1
1025230,Sector 2 - Are you sure?,CDs_and_Vinyls,1
123173,Great quality and value.,Sports_and_Outdoors,1
292357,Excellent water filtration system.,Sports_and_Outdoors,1
121622,Works as it should,Sports_and_Outdoors,1
97852,Masterpiece,CDs_and_Vinyls,1
4444,Makes life simpler,Sports_and_Outdoors,1
184392,A must have,Sports_and_Outdoors,1
1062118,Awesome work!,CDs_and_Vinyls,1
485812,Great movie great soundtrack!,CDs_and_Vinyls,1
248640,there is nothing left to say,CDs_and_Vinyls,1
621038,Outstanding jazzy barrel house blues,CDs_and_Vinyls,1
1091005,Jake E Lee At It Again,CDs_and_Vinyls,1
826404,A Breath Of Fresh Air.,CDs_and_Vinyls,1
895013,More bittersweet minimalism from Shore,CDs_and_Vinyls,1
376986,Amazing voice and talent,CDs_and_Vinyls,1
9408,Excellent edition of a classic.,CDs_and_Vinyls,1
76489,"Conair Anti-static Detangling Comb, Colors may vary",Beauty,1
662124,Caravansari Remaster version review,CDs_and_Vinyls,1
913220,Love-love TK...,CDs_and_Vinyls,1
287209,Still a thrill a minute,CDs_and_Vinyls,1
23276,"Awesome!!,l",Baby,1
7144,I wish this show didn't get canceled,Amazon_Instant_Video,1
205213,UTG Press Button Switch,Sports_and_Outdoors,1
84415,Works,Beauty,1
528185,Pop Isn't Such A Bad Word... Is It?,CDs_and_Vinyls,1
128669,Mariah's Masterpiece,CDs_and_Vinyls,1
256534,Great collection of songs.,CDs_and_Vinyls,1
40355,easy install,Sports_and_Outdoors,1
470201,Beautiful album; Snoop's best since Death Row days.,CDs_and_Vinyls,1
549453,Industrial-grind at its finest,CDs_and_Vinyls,1
820664,Atmospheric and Majestic,CDs_and_Vinyls,1
692900,"""Criminal class what you make me out to be...""",CDs_and_Vinyls,1
666799,What is there to say?,CDs_and_Vinyls,1
154410,The Re-Birth Of The Moodies,CDs_and_Vinyls,1
183285,Excellent so far,Sports_and_Outdoors,1
485223,great memories,CDs_and_Vinyls,1
263319,Harry Nilsson,CDs_and_Vinyls,1
547641,Another gem from the gods of prog rock...,CDs_and_Vinyls,1
857735,A wonderful Halloween present and Christmas Treat!,CDs_and_Vinyls,1
8831,They're a Dollar...,Sports_and_Outdoors,1
542143,Nuit d'ivresse et d'extase infinie!,CDs_and_Vinyls,1
869315,"MODEST MOUSE, IMMODEST AMBITION",CDs_and_Vinyls,1
146711,Great item!,Sports_and_Outdoors,1
990429,this album hits you with a positive message,CDs_and_Vinyls,1
58632,Shell holders for all common calibers.,Sports_and_Outdoors,1
284329,Captain Beyond,CDs_and_Vinyls,1
753502,Great dance song!!!!,CDs_and_Vinyls,1
674541,Petrucci Goes Off,CDs_and_Vinyls,1
754566,"I love every song, it doesn't happen much glad it did",CDs_and_Vinyls,1
173022,Well Conditioned!,Beauty,1
163118,Primordial Phish - a good chunk of the early canon is here - a great intro for the skeptical,CDs_and_Vinyls,1
173244,Excellent Knife,Sports_and_Outdoors,1
1005010,Great Album!,CDs_and_Vinyls,1
53550,VERY NICE AND GENTLE,Beauty,1
481060,One of the Best Rappers!!,CDs_and_Vinyls,1
961326,PRAISE GOD,CDs_and_Vinyls,1
283053,Work great,Sports_and_Outdoors,1
7474,Ensemble Acting,Amazon_Instant_Video,1
17447,OLDIE BUT STILL A GOODIE,Beauty,1
241258,"MetalTac 0.2g BB 10,000 Round Bag Airsoft 6mm BB Perfect Grade",Sports_and_Outdoors,1
177005,Good quality socks at a reasonable price,Sports_and_Outdoors,1
414095,"You'll be religious after hearing this, lol.",CDs_and_Vinyls,1
565169,Best album for a party!,CDs_and_Vinyls,1
251279,Hang a shining star upon the highest bow!,CDs_and_Vinyls,1
50272,"Ignore the bad reviews, this bench works for what it is",Sports_and_Outdoors,1
26039,works just fine,Beauty,1
894375,A gala from on high.,CDs_and_Vinyls,1
31343,"Cute pattern, love my boppy.",Baby,1
860111,One of the best Rappers alive....,CDs_and_Vinyls,1
25949,Love it!!!!,Beauty,1
564065,Andrea Bocelli-Tuscan Skies-VHS,CDs_and_Vinyls,1
635893,I (heart) Les Nubians' One Step Forward,CDs_and_Vinyls,1
145812,Halo is great!,Baby,1
565667,"Let us bathe in their Blood, and relish the wailing of their Women!",CDs_and_Vinyls,1
57915,Awesome!,Baby,1
447585,Superdabbathumpinatcha,CDs_and_Vinyls,1
2473,Smells awesome,Beauty,1
22669,They're Back!,Amazon_Instant_Video,1
111421,Best Solution to Keep the Kids Out,Baby,1
608689,Post-Grunge is New Again,CDs_and_Vinyls,1
16340,SWEET AND SEXY,Beauty,1
9197,great buy,Baby,1
2419,Great Zen Crime Show,Amazon_Instant_Video,1
1001350,Price and MacNeil in top form,CDs_and_Vinyls,1
919974,Good mainstream debut!,CDs_and_Vinyls,1
796698,What's Not to Like?,CDs_and_Vinyls,1
159405,"Fun, Bright Colors For Baby",Baby,1
726133,Don't Miss This One!,CDs_and_Vinyls,1
245079,RARE BEATLES !,CDs_and_Vinyls,1
318949,Try It!,CDs_and_Vinyls,1
153067,Work surprisingly well,Beauty,1
511045,Best of Syd review - Shine on RKB!,CDs_and_Vinyls,1
138634,Awesome Knife,Sports_and_Outdoors,1
125162,Had to have this,Baby,1
822170,Best Country Record of 2006?,CDs_and_Vinyls,1
25001,DANDO & DEILY...DYNAMIC DUO,CDs_and_Vinyls,1
41953,No duds on this disc...,CDs_and_Vinyls,1
86275,astonishing still,CDs_and_Vinyls,1
21649,Wow!,Amazon_Instant_Video,1
102697,Worth the price!!!,Baby,1
85587,Works perfectly,Sports_and_Outdoors,1
24191,Could be the best stapler on the market.,Office_Products,1
726003,it's hard to listen to this album without smiling.,CDs_and_Vinyls,1
537280,This is a terrific Mary J. Blige CD!,CDs_and_Vinyls,1
75440,"respect your equipment, it can save your life!",Sports_and_Outdoors,1
745649,Probaby the saddest story I wish I never saw.,CDs_and_Vinyls,1
115685,Beautiful bag!,Baby,1
836694,Madonna-Get Together,CDs_and_Vinyls,1
718360,It's Hall & flipping Oates what is not to love.,CDs_and_Vinyls,1
6890,Another great Rebel lure,Sports_and_Outdoors,1
22096,Love,Beauty,1
119336,great remaster of a memorable debut by an excellent band,CDs_and_Vinyls,1
233712,An &#8216;Alternative Top 40&#8217; selection*,CDs_and_Vinyls,1
136643,GREAT,CDs_and_Vinyls,1
35932,"Even better than that ""other"" brand !",Office_Products,1
285197,Mystically beautiful,CDs_and_Vinyls,1
15790,One of the Most Enjoyable Shows on TV,Amazon_Instant_Video,1
879174,Is it physically possible to not like Ryan Adams?,CDs_and_Vinyls,1
481496,Different But Still Excellent Ra,CDs_and_Vinyls,1
122026,Five Stars,Beauty,1
862340,Gotta love Abba,CDs_and_Vinyls,1
191110,"I went against my principles, and I'm glad",Beauty,1
1063538,A nice sprout,CDs_and_Vinyls,1
651719,Mike McD goes Motown!,CDs_and_Vinyls,1
730987,Goodies are great!!!!!!,CDs_and_Vinyls,1
1071841,Great album!,CDs_and_Vinyls,1
663426,David Sylvian being his true self,CDs_and_Vinyls,1
307875,A Great Album!,CDs_and_Vinyls,1
968319,Excellent singers,CDs_and_Vinyls,1
928474,"Equal to ""My Better Self""...",CDs_and_Vinyls,1
166082,A true classic,CDs_and_Vinyls,1
762193,Judas is Rising,CDs_and_Vinyls,1
1049098,Another winner,CDs_and_Vinyls,1
268151,Can I give it six stars,CDs_and_Vinyls,1
987755,Another Very Solid Album - 4 1/2 Stars,CDs_and_Vinyls,1
25764,Nice rocking foot rest,Office_Products,1
107308,baby loves this,Baby,1
782142,A Naxos Triumph!,CDs_and_Vinyls,1
198877,Was great!,Sports_and_Outdoors,1
198492,Great Bonnie Raitt Album,CDs_and_Vinyls,1
143501,Great soap!,Beauty,1
77629,Fantastic...,CDs_and_Vinyls,1
7369,Maybe Best Live Yes,CDs_and_Vinyls,1
9317,One of the finest hours in rock,CDs_and_Vinyls,1
1026063,INDISPENSABLE MUSIC,CDs_and_Vinyls,1
348349,One of the definitive greatest hits albums,CDs_and_Vinyls,1
307961,Crushingly heavy.,CDs_and_Vinyls,1
798925,Poland loves Buddy,CDs_and_Vinyls,1
229954,Big Hands - No Problem,Sports_and_Outdoors,1
580069,Great CD,CDs_and_Vinyls,1
236894,A CLASSIC DONG GIOVANNI,CDs_and_Vinyls,1
403968,"""A Lasting Legacy""",CDs_and_Vinyls,1
272092,Pretty light,Sports_and_Outdoors,1
826945,"Take That ,Foo Fighters, Guns and Roses, and Nelly!",CDs_and_Vinyls,1
73722,Another Great Allen Product,Sports_and_Outdoors,1
637349,Wow,CDs_and_Vinyls,1
231092,I wanna get next to you,CDs_and_Vinyls,1
116211,stove fuel and fire starter,Sports_and_Outdoors,1
409608,More than recreations or a simulation...,CDs_and_Vinyls,1
245120,Awesome magnet!,Sports_and_Outdoors,1
360198,"One more step, don't fall down...",CDs_and_Vinyls,1
904437,Romantic Smorgasbord on Danish Wry,CDs_and_Vinyls,1
687482,LuLu,CDs_and_Vinyls,1
197850,My New Favorite,Sports_and_Outdoors,1
667519,For Red Hot Chli Peppers Fans,CDs_and_Vinyls,1
251625,Bridging swing and modern pop,CDs_and_Vinyls,1
132672,Astonishing!,CDs_and_Vinyls,1
470659,Review Updated and Revised,CDs_and_Vinyls,1
365762,Perfection,CDs_and_Vinyls,1
572729,A Journey You'll Want To Take Over and Over Again.....,CDs_and_Vinyls,1
5209,Bought two of these,Office_Products,1
202073,"Yo, my Inland Empire homies be bangin' a 199Tres classicc joint!",CDs_and_Vinyls,1
889088,PICK IT UP,CDs_and_Vinyls,1
158657,love it!!!!,Beauty,1
26760,Multi-Sensory Magic for Your Little One,Baby,1
980974,"INFECTIOUS, UNPRETENTIOUS, RELATABLE",CDs_and_Vinyls,1
191899,Sabbath at their Best,CDs_and_Vinyls,1
279577,The Greatest Rap CD of All Time,CDs_and_Vinyls,1
19661,Down the Road with Mickey,CDs_and_Vinyls,1
99310,Classic,CDs_and_Vinyls,1
532923,To me this is a Masterpiece of Darkness,CDs_and_Vinyls,1
436899,On a par with Allman Brother's Live at Filmore East,CDs_and_Vinyls,1
973979,good!,CDs_and_Vinyls,1
123317,These are easy to use and install,Baby,1
649,Effective address labels at a fair price.,Office_Products,1
852987,Simply enjoyable.,CDs_and_Vinyls,1
854777,PERFECT,CDs_and_Vinyls,1
604141,A cool slice of 80's to brighten your day!,CDs_and_Vinyls,1
221091,Exactly what i Ordered,Sports_and_Outdoors,1
2702,Best notebook I have seen,Office_Products,1
1074215,NEAR AND DEAR!!!,CDs_and_Vinyls,1
329475,The Most High Triumvirate Of The Living Continuum,CDs_and_Vinyls,1
61992,CLASSIC MOTOWN,CDs_and_Vinyls,1
999979,Ghostface Apollo Kids,CDs_and_Vinyls,1
11653,This is the real deal. 46 years old and going strong,Sports_and_Outdoors,1
72493,All The World's A Stage,CDs_and_Vinyls,1
1017976,Great First Album,CDs_and_Vinyls,1
144842,sounds of loneliness,CDs_and_Vinyls,1
288441,life saver,Sports_and_Outdoors,1
764051,Welcome Back Tanita,CDs_and_Vinyls,1
320806,Cher's Greatest Hits will not dissapoint!,CDs_and_Vinyls,1
1001172,It feels like you're watching a movie.,CDs_and_Vinyls,1
73616,Best bath toy,Baby,1
68284,Body Lotion,Beauty,1
129691,Comfy camping!,Sports_and_Outdoors,1
87463,Like It,Sports_and_Outdoors,1
527026,A REAL SUCCESS,CDs_and_Vinyls,1
103766,Still loves them,Baby,1
115292,frame,Baby,1
118711,Light and dry,Sports_and_Outdoors,1
388950,Two contrasting albums from Peggy,CDs_and_Vinyls,1
5361,Really Nice!,Beauty,1
726274,fan man,CDs_and_Vinyls,1
105919,Good Product for the price of a Car,Sports_and_Outdoors,1
80696,Wow...,Beauty,1
983899,An easy recommend for fans of modern choral music,CDs_and_Vinyls,1
578643,It deserves the 5 stars!,CDs_and_Vinyls,1
515024,An update... the album is still great but not my favorite,CDs_and_Vinyls,1
597294,im down with this cd,CDs_and_Vinyls,1
1180,Extraordinary! --,CDs_and_Vinyls,1
213939,Eric Clapton - Unplugged,CDs_and_Vinyls,1
577991,Russ' timeless inspiration--,CDs_and_Vinyls,1
298384,SPLEET....vroomb...PAGHH...CHOOOO..AGGH.WHey! Whey! WHey!,CDs_and_Vinyls,1
592397,"Good Band , doing something different .",CDs_and_Vinyls,1
740690,Um...WOW,CDs_and_Vinyls,1
185477,Beautiful,Beauty,1
1088430,Not a bad soundtrack...,CDs_and_Vinyls,1
596814,Jump5`s Second And Best Album!!!,CDs_and_Vinyls,1
38230,Does a great job,Sports_and_Outdoors,1
580771,MASTODOOOOONNNNNNNNNN!!!!!!!,CDs_and_Vinyls,1
202523,Fantastic modern variations of Big Band classics!,CDs_and_Vinyls,1
132808,Best of Barber,CDs_and_Vinyls,1
533361,Great Stuff,CDs_and_Vinyls,1
80916,stuffing this sack has never been any easier!,Sports_and_Outdoors,1
47939,My hair looks terrific,Beauty,1
237619,killer,Sports_and_Outdoors,1
847241,Great!,CDs_and_Vinyls,1
120991,Will the old Mariah please stand up!,CDs_and_Vinyls,1
40143,Better than most,Sports_and_Outdoors,1
462564,Simply amazing...,CDs_and_Vinyls,1
435213,Outkast dropped another Classic,CDs_and_Vinyls,1
591818,Very well done,CDs_and_Vinyls,1
19761,"""Where's the tower?  Where's the gun?""  HILLARIOUS!",CDs_and_Vinyls,1
66579,It's as easy as pie!,Sports_and_Outdoors,1
278245,Nice jersey,Sports_and_Outdoors,1
2012,"A parent's best friend....Baby's, too!!",Baby,1
507004,Long Live the ...Kane,CDs_and_Vinyls,1
147019,Nice for the price!,Baby,1
99709,Love Bumgenius,Baby,1
327576,This is a great Debut CD,CDs_and_Vinyls,1
124618,Absolutely the best speed loading option I have tried.,Sports_and_Outdoors,1
1078378,From MainlyPiano,CDs_and_Vinyls,1
790231,Five Stars Plus!,CDs_and_Vinyls,1
84558,"Love,Love,Love!!!!",Baby,1
33736,"NOT as pictured, but GREAT scope.",Sports_and_Outdoors,1
1062079,Brilliant!,CDs_and_Vinyls,1
6267,Great Entertainment,Amazon_Instant_Video,1
147054,Great!,Beauty,1
632345,La Bella Mafia,CDs_and_Vinyls,1
236760,Eminent cap,Sports_and_Outdoors,1
296020,"Easy to fit, easy to use, very effective",Sports_and_Outdoors,1
822380,The Best Yet...Santana III,CDs_and_Vinyls,1
3257,Love it,Beauty,1
151659,My baby loves it,Baby,1
173758,This stuff is great!,Beauty,1
147888,I love it,Beauty,1
241724,Handy,Sports_and_Outdoors,1
1048890,Great to have BF5 back,CDs_and_Vinyls,1
23539,Great First Toothbrush and Toothpaste,Baby,1
744200,THIS IS GOOD!,CDs_and_Vinyls,1
68716,One of Elton John's Definitive Albums,CDs_and_Vinyls,1
975434,Finally !!!,CDs_and_Vinyls,1
484685,Jesse Cook's best ablum,CDs_and_Vinyls,1
1050577,funky jazz mix,CDs_and_Vinyls,1
26536,Great stuff,Beauty,1
291532,excellent,Sports_and_Outdoors,1
494172,Good,CDs_and_Vinyls,1
61897,Great!,Baby,1
11600,Good Product,Sports_and_Outdoors,1
97727,Anything but miserable!,CDs_and_Vinyls,1
599577,"A Beautiful Display of Music and Song,  Bravo Mario!!",CDs_and_Vinyls,1
92380,Awesome Seat,Sports_and_Outdoors,1
6388,gotta love those Swedes,Sports_and_Outdoors,1
776436,Best PHUNK of the Year!!!!!!!!!,CDs_and_Vinyls,1
123339,Would recommend,Baby,1
646307,La Stansfield Reigns Supreme,CDs_and_Vinyls,1
371405,"Buy it, you'll like it!",CDs_and_Vinyls,1
